-89443;-94498;-94498;-98286;-98686;-98686;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-89753;-94241;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018
-90402;-93133;-93888;-93947;-94327;-94338;-94498;-94498;-94628;-94738;-94738;-94738;-94738;-94908;-94908;-94908;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018
-89643;-91793;-98456;-98456;-98456;-98456;-98495;-98631;-98631;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-91778;-93881;-93881;-98346;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-93958;-94228;-94228;-94338;-94338;-94338;-94338;-94338;-94338;-94338;-94338;-94338;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738
-91062;-93641;-98176;-98176;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-94908;-94908;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95501;-95501;-95501;-95501;-95501;-95501;-95501;-98526;-98686;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-89101;-94691;-94691;-94691;-94991;-98506;-98526;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-92947;-93978;-94138;-94138;-94348;-94348;-94348;-94348;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738;-94738
-89568;-94118;-94118;-94908;-94908;-94908;-94908;-94908;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-98016;-98016;-98526;-98631;-98631;-98631;-98631;-98631;-98631;-98631;-98631
-92488;-93222;-93903;-94738;-94738;-94738;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018
-90501;-93313;-93798;-94228;-94228;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018
-88983;-93147;-98385;-98385;-98385;-98521;-98686;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-90608;-94581;-94581;-95501;-98416;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-93073;-98176;-98385;-98526;-98686;-98686;-98686;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
-91247;-92727;-93693;-94138;-94138;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018;-95018
-90166;-93751;-93790;-98456;-98456;-98456;-98631;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796;-98796
