-769135;-961188;-1006149;-1023938;-1030296;-1051683;-1051683;-1051683;-1052108;-1052108;-1055775;-1060071;-1060071;-1065688;-1065688;-1080612;-1080612;-1080612;-1080612;-1080612;-1080612;-1080612;-1080612;-1080987;-1080987;-1080987;-1085255;-1085255;-1085255;-1088212;-1088212;-1088212;-1089538;-1090442;-1092554;-1092554;-1092554;-1093184;-1093920;-1094483;-1094483;-1095262;-1095262;-1095262;-1095262;-1095262;-1095262;-1095262;-1095262;-1095262
-768460;-983342;-1015802;-1027919;-1039674;-1039674;-1039674;-1053979;-1053979;-1059191;-1065586;-1065586;-1065586;-1070614;-1070614;-1070614;-1071954;-1077469;-1078638;-1078638;-1081843;-1081843;-1082166;-1085341;-1085341;-1087095;-1087095;-1087095;-1087095;-1088166;-1088784;-1089274;-1089789;-1090969;-1092524;-1092524;-1094112;-1094112;-1094482;-1094482;-1094767;-1094767;-1095112;-1095232;-1095232;-1095382;-1095382;-1095382;-1095382;-1095382
-832457;-993629;-1003360;-1033791;-1044533;-1044533;-1046784;-1046784;-1048599;-1055289;-1056632;-1063090;-1077848;-1077848;-1077848;-1077848;-1082885;-1082885;-1082885;-1082885;-1082885;-1082885;-1082885;-1082885;-1082885;-1084681;-1090402;-1090402;-1090402;-1090402;-1090402;-1090546;-1090546;-1090796;-1090796;-1091111;-1092103;-1092517;-1092560;-1093561;-1093632;-1093632;-1094517;-1095232;-1095232;-1095232;-1095232;-1095232;-1095232;-1095232
-766704;-952022;-1009618;-1024537;-1030842;-1045496;-1045496;-1054202;-1054202;-1064374;-1064374;-1064374;-1065180;-1065180;-1069264;-1076984;-1076984;-1076984;-1076984;-1079189;-1080608;-1080608;-1081079;-1084977;-1086375;-1086673;-1086673;-1086673;-1086673;-1087684;-1089684;-1089684;-1091508;-1091508;-1092130;-1092130;-1092130;-1093135;-1093595;-1093621;-1094625;-1094625;-1095195;-1095195;-1095195;-1095195;-1095195;-1095445;-1095445;-1095445
-780858;-972546;-1004312;-1034550;-1043307;-1043307;-1048597;-1048597;-1057797;-1062773;-1065459;-1065459;-1065459;-1065459;-1070383;-1070383;-1070383;-1071791;-1073618;-1074377;-1075293;-1078643;-1078643;-1078643;-1078643;-1078969;-1080393;-1082992;-1084774;-1084937;-1089631;-1089631;-1089631;-1089631;-1090366;-1092572;-1092882;-1092882;-1092882;-1093056;-1093722;-1094667;-1094667;-1094667;-1095102;-1095102;-1095102;-1095102;-1095102;-1095102
-811713;-1008407;-1008407;-1033546;-1041331;-1044282;-1044282;-1054075;-1062847;-1062847;-1066774;-1066774;-1066774;-1071621;-1071621;-1071621;-1071621;-1071621;-1074175;-1074175;-1076473;-1076914;-1081471;-1085164;-1085164;-1085164;-1087666;-1087666;-1088426;-1088687;-1090224;-1090224;-1090224;-1091478;-1091478;-1091478;-1091478;-1093001;-1093001;-1093001;-1093419;-1093870;-1093870;-1093970;-1094570;-1094570;-1094570;-1094570;-1094570;-1094570
-772310;-984246;-1005376;-1031133;-1037075;-1048563;-1048875;-1053591;-1059057;-1059057;-1059057;-1066841;-1070104;-1070104;-1070104;-1070592;-1070592;-1078131;-1078131;-1078131;-1078131;-1078131;-1080440;-1080440;-1080440;-1084604;-1087256;-1088829;-1089769;-1089769;-1089769;-1090409;-1090409;-1090956;-1090956;-1093314;-1093314;-1093314;-1094300;-1094667;-1094667;-1094671;-1094896;-1094987;-1094987;-1094987;-1095046;-1095137;-1095137;-1095137
-781288;-950535;-982282;-1025209;-1033556;-1043052;-1043052;-1054576;-1054576;-1054576;-1054576;-1058802;-1058802;-1070865;-1070865;-1070865;-1070865;-1070865;-1073692;-1073692;-1078686;-1078686;-1079376;-1081711;-1084349;-1084466;-1084466;-1084466;-1086921;-1088020;-1088443;-1088443;-1089827;-1091544;-1091845;-1091845;-1091845;-1091845;-1092769;-1092849;-1093994;-1094041;-1094361;-1094361;-1094662;-1094662;-1095132;-1095132;-1095132;-1095132
-769273;-942618;-985193;-1029620;-1029620;-1033255;-1047146;-1047146;-1057074;-1060299;-1060299;-1061730;-1061730;-1061730;-1061730;-1062987;-1063230;-1068007;-1068007;-1073902;-1073902;-1073902;-1073902;-1078113;-1079586;-1079694;-1081224;-1083848;-1084688;-1084688;-1084688;-1087426;-1089357;-1089357;-1089418;-1091889;-1092348;-1092650;-1094005;-1094677;-1094677;-1094677;-1094770;-1094770;-1094770;-1094770;-1094770;-1094770;-1094770;-1094770
-815098;-961169;-994208;-1024637;-1033917;-1039447;-1040172;-1045072;-1051604;-1051604;-1053632;-1059892;-1059892;-1059892;-1068426;-1068426;-1069122;-1069122;-1074622;-1074622;-1075484;-1076445;-1079587;-1079587;-1082971;-1082971;-1083444;-1085816;-1085816;-1086170;-1087240;-1088081;-1089917;-1090524;-1090524;-1091050;-1092152;-1092456;-1093950;-1094490;-1094795;-1094795;-1094795;-1094795;-1094795;-1094795;-1094795;-1094795;-1094945;-1094945
