-284024;-292506;-292506;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296;-294296
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-137965;-138105;-138645;-138645;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865;-138865
-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516;-158516
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-329727;-330702;-335227;-335267;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672;-335672
-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308;-233308
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368;-190368
