-100678;-140281;-140786;-141148;-141148;-141148;-141148;-141258;-141258;-141258;-141258;-141258;-141258;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-130152;-137278;-137548;-139938;-141258;-141258;-141258;-141258;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-117258;-137873;-139823;-139823;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543
-102097;-133467;-137537;-138537;-141168;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-105082;-133658;-137777;-139623;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-116793;-137763;-139453;-139983;-140053;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140543;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-122444;-137781;-140497;-141137;-141137;-141247;-141247;-141247;-141247;-141258;-141258;-141258;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-108720;-138478;-138478;-140407;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140477;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618;-140618
-102266;-135491;-139778;-139918;-140543;-140568;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-101195;-138888;-138891;-140058;-140058;-140058;-140568;-140768;-141148;-141258;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
-100195;-136508;-137377;-139158;-141247;-141247;-141247;-141247;-141247;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278;-141278
