-4794;-4794;-5090;-6254;-6572;-7091;-7269;-7447;-7447;-7447;-7447;-7447;-7447;-7469;-7510;-7534;-7566;-7669;-7669;-7669;-7669;-7669;-7701;-7701;-7713;-7758;-7758;-7758;-7761;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772
-5011;-5011;-6431;-6431;-6676;-6993;-7128;-7327;-7327;-7487;-7559;-7559;-7559;-7559;-7559;-7629;-7629;-7629;-7629;-7639;-7666;-7683;-7683;-7712;-7712;-7712;-7719;-7733;-7735;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741
-4545;-4545;-5723;-6172;-6560;-7007;-7413;-7413;-7413;-7413;-7413;-7482;-7482;-7579;-7606;-7612;-7697;-7700;-7700;-7712;-7712;-7712;-7721;-7739;-7739;-7739;-7739;-7739;-7739;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758
-4056;-4056;-5830;-6292;-6527;-6762;-7166;-7166;-7239;-7375;-7375;-7375;-7375;-7392;-7402;-7466;-7531;-7662;-7662;-7662;-7662;-7662;-7665;-7665;-7665;-7684;-7723;-7723;-7734;-7734;-7734;-7738;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761
-4823;-4823;-5515;-5895;-6226;-7014;-7276;-7276;-7396;-7396;-7396;-7463;-7501;-7555;-7555;-7555;-7595;-7597;-7597;-7603;-7637;-7690;-7698;-7698;-7704;-7711;-7734;-7746;-7746;-7761;-7761;-7761;-7761;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772
-7758;-4380;-5603;-6780;-7008;-7143;-7296;-7296;-7296;-7325;-7490;-7490;-7553;-7553;-7582;-7582;-7582;-7651;-7651;-7651;-7739;-7739;-7739;-7739;-7739;-7739;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758;-7758
-7772;-4352;-6185;-6613;-6613;-6845;-7375;-7375;-7375;-7466;-7466;-7473;-7473;-7496;-7512;-7512;-7571;-7571;-7620;-7620;-7620;-7633;-7656;-7656;-7656;-7656;-7672;-7698;-7698;-7705;-7719;-7746;-7746;-7746;-7746;-7746;-7746;-7746;-7746;-7746;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772;-7772
-7761;-4547;-5381;-6440;-6667;-6853;-7103;-7320;-7320;-7320;-7374;-7374;-7374;-7374;-7495;-7495;-7527;-7527;-7594;-7628;-7628;-7628;-7642;-7716;-7725;-7725;-7725;-7725;-7734;-7734;-7734;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761
-7741;-4126;-5462;-6606;-6606;-7196;-7196;-7459;-7496;-7496;-7558;-7558;-7558;-7634;-7634;-7634;-7634;-7634;-7634;-7634;-7706;-7706;-7712;-7712;-7712;-7712;-7735;-7735;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741;-7741
-7761;-4082;-6478;-6478;-6878;-7251;-7273;-7409;-7409;-7502;-7502;-7543;-7543;-7660;-7660;-7660;-7660;-7660;-7692;-7692;-7692;-7705;-7705;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761;-7761
